incident_id,attack_type,target_sector,incident_date,severity_level,reported_location,estimated_loss_usd
461,SQL Injection,Education,2023-04-07,Low,MI,3498167.68
462,Ransomware,Government,2024-12-01,Medium,TX,3877789.7
463,Ransomware,Education,2024-06-15,Low,FL,2238084.81
464,Phishing,Education,2024-03-10,Low,CA,3686012.73
465,Ransomware,Banking,2023-03-27,Low,NY,3388457.67
466,Phishing,Retail,2024-01-07,High,OH,63394.99
467,Phishing,Retail,2024-07-09,Medium,FL,2681858.58
468,Malware,Government,2023-06-21,Low,TX,3754214.86
469,Phishing,Government,2024-07-23,Medium,FL,101823.58
470,DDoS,Education,2024-08-04,Low,CA,3492047.56
471,Phishing,Healthcare,2023-03-15,Medium,TX,4258765.39
472,DDoS,Retail,2023-04-17,Medium,CA,2345309.23
473,Ransomware,Retail,2023-01-17,Medium,NY,1300312.15
474,Malware,Retail,2023-10-23,Low,PA,3976646.5
475,Malware,Retail,2024-11-23,Low,FL,2125862.99
476,Ransomware,Education,2023-06-14,Low,MI,4343834.75
477,Malware,Government,2023-07-26,Low,CA,3144278.4
478,Phishing,Healthcare,2023-05-23,High,TX,2256978.48
479,Phishing,Retail,2024-03-04,High,TX,2600168.72
480,Malware,Banking,2023-12-03,High,TX,4870666.53
481,Phishing,Healthcare,2023-05-29,Low,TX,3417631.72
482,DDoS,Retail,2024-10-31,Low,CA,4192578.52
483,Phishing,Education,2023-06-13,Medium,IL,1974004.5
484,Malware,Healthcare,2024-01-17,Low,OH,4447993.85
485,SQL Injection,Banking,2023-03-07,Low,NY,127802.02
486,Phishing,Banking,2024-06-07,Low,IL,1881743.23
487,Phishing,Banking,2023-10-10,Low,OH,3421533.18
488,Malware,Retail,2023-03-08,Medium,CA,2239250.52
489,Ransomware,Retail,2024-06-19,Medium,TX,1067977.69
490,DDoS,Government,2023-06-13,Medium,NY,890640.41
491,SQL Injection,Education,2024-02-15,High,TX,3402623.69
492,Phishing,Education,2023-02-09,Low,TX,3290691.88
493,Ransomware,Healthcare,2023-06-26,High,PA,2105385.46
494,Malware,Education,2023-03-26,Low,CA,3020611.82
495,Phishing,Education,2023-07-09,Low,GA,2003335.89
496,SQL Injection,Healthcare,2023-05-30,Low,NY,2681878.13
497,Phishing,Government,2024-09-20,High,FL,4235727.32
498,Phishing,Government,2024-12-27,Medium,CA,1240248.41
499,Malware,Education,2024-10-25,Medium,GA,3408899.86
500,Malware,Education,2024-07-02,High,FL,2041463.43
501,Ransomware,Education,2023-04-11,High,TX,2701405.3
502,Ransomware,Healthcare,2024-07-01,Medium,FL,4882172.27
503,Phishing,Retail,2024-07-10,Critical,MI,2977797.35
504,Phishing,Government,2024-03-18,Low,IL,882098.61
505,Ransomware,Education,2024-09-21,Medium,OH,4418342.69
506,Phishing,Retail,2024-03-07,Low,FL,1711756.49
507,Ransomware,Healthcare,2024-10-05,Low,TX,4231819.88
508,Ransomware,Retail,2023-07-10,High,OH,401311.71
509,SQL Injection,Healthcare,2024-06-11,High,FL,312671.35
510,Phishing,Healthcare,2023-08-22,Medium,NY,536853.87
511,Ransomware,Education,2024-01-11,Low,NY,4270399.54
512,Phishing,Retail,2024-12-02,Medium,CA,1935791.55
513,DDoS,Retail,2024-02-11,Low,TX,4386886.11
514,Ransomware,Education,2023-10-15,High,TX,1739027.45
515,Malware,Retail,2023-09-06,Medium,CA,1865212.11
516,Phishing,Government,2024-05-16,Low,IL,1343322.29
517,Ransomware,Government,2024-03-28,Medium,CA,2375216.67
518,Malware,Government,2024-08-10,High,NY,1097635.21
519,Phishing,Education,2024-04-25,Low,NY,4038745.06
520,DDoS,Government,2024-09-25,Low,OH,2110356.55
521,Phishing,Retail,2024-07-23,High,FL,3696391.14
522,Ransomware,Government,2023-08-20,Low,GA,4358047.98
523,Phishing,Banking,2024-06-11,Low,TX,4417959.08
524,Phishing,Government,2024-03-03,Medium,IL,1801294.22
525,Ransomware,Education,2023-09-23,Low,CA,2871073.62
526,Malware,Healthcare,2023-11-11,Medium,TX,498641.69
527,SQL Injection,Education,2024-01-27,Medium,GA,673725.47
528,Phishing,Retail,2023-11-15,Medium,NY,712701.57
529,SQL Injection,Retail,2023-05-28,Low,NY,916977.53
530,Phishing,Banking,2024-06-13,Low,TX,112679.83
531,SQL Injection,Education,2024-05-14,Medium,GA,1324037.8
532,Malware,Education,2023-02-07,Low,FL,218021.75
533,Ransomware,Healthcare,2023-08-19,Low,TX,268837.23
534,DDoS,Banking,2023-10-14,Low,PA,1137102.19
535,Phishing,Government,2023-10-17,High,NY,847773.85
536,Malware,Education,2023-04-27,Low,NY,822230.13
537,Phishing,Government,2024-03-18,Critical,CA,2924047.71
538,DDoS,Banking,2024-04-19,Medium,NY,626450.51
539,Ransomware,Government,2023-03-17,High,FL,3532524.66
540,Phishing,Government,2023-11-29,Medium,NC,4883316.53
541,DDoS,Banking,2023-01-28,Critical,PA,3489798.06
542,Phishing,Healthcare,2024-11-20,High,FL,4800195.64
543,DDoS,Healthcare,2024-10-29,Low,TX,4496072.31
544,Phishing,Retail,2024-01-17,Medium,CA,4974162.64
545,Malware,Healthcare,2024-11-14,Critical,NC,1192628.92
546,SQL Injection,Retail,2023-01-07,High,PA,3906381.27
547,Phishing,Government,2023-08-19,Medium,MI,3490464.76
548,DDoS,Healthcare,2024-08-27,High,TX,2179800.5
549,DDoS,Healthcare,2024-08-08,Low,IL,3435869.41
550,Ransomware,Education,2024-04-04,Low,IL,742154.09
551,Phishing,Retail,2024-07-11,Low,TX,110870.12
552,Phishing,Retail,2023-02-01,Medium,TX,677582.45
553,Ransomware,Healthcare,2023-03-26,Critical,IL,3460465.48
554,DDoS,Healthcare,2023-04-05,Critical,TX,1548263.89
555,Ransomware,Education,2024-11-28,Medium,NY,1743720.43
556,Ransomware,Healthcare,2023-05-27,Low,TX,4499105.05
557,Malware,Healthcare,2023-08-19,Medium,FL,2386523.38
558,Ransomware,Education,2023-12-10,Medium,FL,3737249.32
559,Ransomware,Education,2024-08-07,High,MI,3180239.12
560,Phishing,Banking,2024-10-09,Medium,NY,4065682.89
561,Phishing,Healthcare,2024-09-01,Low,NY,2662230.08
562,SQL Injection,Retail,2024-12-30,High,NY,2128971
563,Malware,Government,2023-02-10,High,TX,2466463.15
564,Phishing,Retail,2024-07-07,Low,TX,300771.95
565,Malware,Banking,2023-10-22,Low,NY,3054895.97
566,Malware,Retail,2024-10-28,Low,FL,3139737.92
567,Ransomware,Healthcare,2023-09-17,Low,NY,781898.66
568,DDoS,Education,2023-10-17,Medium,NY,2075233.15
569,Ransomware,Healthcare,2024-07-12,Medium,NY,1412601.78
570,DDoS,Healthcare,2023-07-11,Medium,FL,1902961.08
571,Ransomware,Retail,2023-11-17,High,CA,3933862.11
572,SQL Injection,Banking,2024-12-11,Medium,CA,4927627.63
573,Ransomware,Healthcare,2024-10-18,Low,CA,2541893.27
574,Ransomware,Banking,2023-05-07,Medium,CA,4038846.38
575,SQL Injection,Education,2023-08-11,Low,FL,4815482.49
576,Malware,Healthcare,2024-03-02,Medium,MI,2048385.18
577,Ransomware,Retail,2024-02-24,High,IL,4427503.26
578,Phishing,Banking,2023-08-16,Low,FL,142552.93
579,Ransomware,Banking,2023-06-15,Low,FL,3431491.58
580,Ransomware,Healthcare,2023-03-01,High,NY,1936028.42
581,DDoS,Education,2023-01-17,Low,FL,1414020.04
582,DDoS,Healthcare,2024-12-04,Critical,NY,4195055.93
583,DDoS,Government,2023-12-27,High,CA,2879168.57
584,Ransomware,Healthcare,2024-05-02,Critical,IL,3226831.29
585,DDoS,Government,2024-05-08,High,GA,1812238.02
586,Phishing,Banking,2023-02-28,Low,TX,3036190.59
587,Phishing,Education,2023-06-03,Low,FL,4593127.59
588,Malware,Education,2024-08-15,Low,FL,4260065.56
589,SQL Injection,Retail,2023-02-01,High,GA,4964514.62
590,Ransomware,Healthcare,2023-08-06,Medium,NY,2164528.64
591,Ransomware,Education,2023-11-23,Low,NY,4377712.33
592,Phishing,Healthcare,2023-11-21,High,NY,1823792.29
593,SQL Injection,Government,2024-09-16,High,CA,335861.71
594,Phishing,Education,2024-10-30,High,IL,1998864.32
595,Phishing,Healthcare,2023-12-10,Medium,GA,2495724.13
596,DDoS,Education,2023-10-04,Low,FL,3843432.69
597,Ransomware,Healthcare,2024-07-13,High,CA,1156550.46
598,Phishing,Education,2023-12-07,Low,OH,1969215.1
599,DDoS,Government,2024-02-25,High,NY,2084620.78
600,Phishing,Healthcare,2024-01-30,Medium,CA,3882335.87
601,Phishing,Healthcare,2023-07-05,Medium,GA,2640756.94
602,Malware,Banking,2024-04-24,High,TX,548534.14
603,Phishing,Retail,2024-12-27,Low,TX,2413684.63
604,Phishing,Banking,2024-06-06,High,TX,509353.6
605,Phishing,Retail,2023-03-28,High,NY,4475546.57
606,DDoS,Education,2024-04-28,High,CA,2753452.96
607,Phishing,Banking,2023-05-30,Medium,IL,4632687.11
608,DDoS,Government,2023-04-02,Low,PA,3882458.37
609,Phishing,Retail,2024-05-12,High,CA,3211327.3
610,Ransomware,Healthcare,2023-12-01,Low,TX,1708887.1
611,Malware,Retail,2024-06-29,Low,NY,3877697.85
612,Phishing,Healthcare,2023-04-07,Low,CA,1409208.98
613,Phishing,Healthcare,2023-10-18,Medium,IL,1198584.61
614,SQL Injection,Banking,2023-01-04,Medium,NY,11400.23
615,Ransomware,Banking,2023-09-03,Low,TX,1925958.98
616,Malware,Healthcare,2023-04-28,High,CA,3229621.38
617,DDoS,Education,2024-07-06,High,TX,4060523.89
618,Malware,Healthcare,2024-01-12,Medium,GA,916588.81
619,SQL Injection,Banking,2023-11-27,Critical,CA,4908828.92
620,Phishing,Education,2024-04-11,Low,NC,3281881.92
621,SQL Injection,Healthcare,2023-10-24,Low,IL,4122363.24
622,DDoS,Healthcare,2023-09-29,Critical,NY,4616210.47
623,Malware,Banking,2024-09-11,High,IL,2991348.86
624,Ransomware,Government,2024-06-08,Low,TX,1549947.8
625,Phishing,Retail,2024-02-12,Medium,CA,3894978.49
626,Ransomware,Healthcare,2024-01-15,Critical,FL,3785087.62
627,Phishing,Retail,2024-04-05,Low,TX,4349938.67
628,DDoS,Banking,2024-12-12,High,NC,2196947.29
629,Ransomware,Healthcare,2024-01-18,Medium,TX,4210218.09
630,Phishing,Government,2023-02-06,High,CA,3218979.51
631,Malware,Government,2023-03-19,High,CA,1906645
632,DDoS,Education,2023-04-12,Medium,NY,619495.67
633,Ransomware,Banking,2023-05-30,Low,CA,2702689.65
634,Malware,Government,2023-04-30,Medium,CA,3309843.58
635,Phishing,Education,2023-07-30,Medium,TX,296518.12
636,Phishing,Education,2024-03-09,Low,TX,4520244.73
637,SQL Injection,Banking,2023-06-17,High,NY,950497.82
638,Malware,Healthcare,2023-05-15,Low,NY,4819050.18
639,DDoS,Government,2023-12-17,Medium,FL,462651.19
640,Ransomware,Retail,2024-07-01,Medium,NY,587782.01
641,Ransomware,Retail,2024-09-16,Medium,CA,2255479.95
642,Malware,Retail,2023-05-18,Medium,MI,3516130.98
643,DDoS,Retail,2024-11-30,Low,CA,1892319.53
644,Ransomware,Banking,2024-10-11,Medium,FL,1528660.39
645,Phishing,Banking,2023-11-26,Low,OH,3519188.26
646,Malware,Retail,2024-08-27,Medium,NC,3497108.34
647,Malware,Education,2023-11-27,Medium,FL,3702206.45
648,Phishing,Healthcare,2023-08-30,Medium,IL,2145953.84
649,Phishing,Banking,2023-11-13,Low,CA,1026871.39
650,Malware,Banking,2024-09-28,Low,CA,2010331.47
651,Malware,Retail,2023-02-23,Low,CA,1411275.69
652,SQL Injection,Retail,2023-07-13,Low,NY,3762084.65
653,Ransomware,Healthcare,2023-06-10,High,NY,2773895.1
654,Ransomware,Healthcare,2023-10-04,Low,FL,3861158.55
655,Malware,Banking,2023-05-27,Critical,CA,2560436.42
656,DDoS,Banking,2024-07-10,High,NY,3049574.74
657,SQL Injection,Banking,2023-05-14,High,CA,3303450.86
658,Phishing,Education,2023-07-14,Medium,FL,3393501.23
659,Ransomware,Education,2024-08-24,Low,GA,625161.24
660,Ransomware,Retail,2024-05-05,Medium,IL,3237313.76
661,DDoS,Healthcare,2024-01-12,Low,FL,1248868.37
662,DDoS,Education,2024-11-06,Low,FL,3048225.85
663,Phishing,Banking,2023-03-15,Low,IL,3550458.72
664,Malware,Retail,2023-11-19,Medium,TX,2681772.07
665,Phishing,Healthcare,2023-09-17,Medium,NY,3736449.94
666,Phishing,Education,2023-10-21,Low,NY,4100339.58
667,SQL Injection,Banking,2023-03-20,Medium,TX,2193381.97
668,Phishing,Government,2023-09-03,Low,CA,3805607.39
669,Malware,Healthcare,2024-02-27,Medium,CA,4655624.48
670,Phishing,Healthcare,2024-03-25,Low,FL,3931935.03
671,Phishing,Education,2024-04-16,High,TX,4777609.52
672,Ransomware,Banking,2024-01-04,High,PA,4329244.55
673,Phishing,Healthcare,2023-01-13,Low,FL,1155511.17
674,Phishing,Banking,2023-04-05,Medium,TX,3543094.2
675,Ransomware,Education,2024-02-12,Medium,GA,4011804.03
676,Ransomware,Banking,2023-11-22,Low,IL,2196055.06
677,DDoS,Government,2024-10-31,Medium,NY,4216177.13
678,Phishing,Government,2023-05-20,High,NC,689952.42
679,Ransomware,Banking,2023-09-07,Critical,NY,2601032.59
680,Ransomware,Healthcare,2024-10-01,High,MI,1563885.84
681,Malware,Banking,2023-08-21,Low,TX,2756362.83
682,Malware,Education,2023-07-06,High,NY,960893.38
683,DDoS,Government,2024-01-21,Low,GA,4837781.38
684,DDoS,Retail,2023-04-12,Medium,IL,1913349.28
685,SQL Injection,Education,2023-07-07,Low,FL,4061162.39
686,Ransomware,Education,2024-11-13,Low,NY,1498516.1
687,Ransomware,Banking,2023-04-25,Low,TX,2627861.36
688,Phishing,Education,2023-04-20,Medium,IL,2110241.31
689,Ransomware,Government,2024-11-26,High,TX,3579200.99
690,Phishing,Healthcare,2023-11-17,Medium,TX,764791.09
691,Phishing,Education,2024-02-22,Low,TX,1850143.84
692,Malware,Banking,2024-11-20,High,FL,1334431.37
693,Ransomware,Healthcare,2024-07-04,Low,TX,4065143.58
694,Phishing,Retail,2023-06-05,Critical,CA,3194661.69
695,Phishing,Government,2023-11-21,High,TX,3833000.57
696,Ransomware,Retail,2024-02-17,Low,GA,2922905.62
697,Phishing,Banking,2024-11-24,Low,CA,4986423.63
698,Phishing,Banking,2023-01-21,Low,TX,1715469.4
699,Ransomware,Healthcare,2024-12-09,High,GA,1906274.45
700,Ransomware,Education,2024-06-07,Medium,NY,4222152.98
701,DDoS,Education,2023-02-05,Critical,FL,1896190.22
702,Phishing,Retail,2023-08-20,Critical,TX,252021.34
703,Phishing,Education,2024-02-13,Medium,IL,152098.98
704,DDoS,Education,2023-05-09,Low,TX,3426863.61
705,Phishing,Government,2024-10-27,Medium,MI,4246932.22
706,Malware,Education,2023-11-04,High,OH,4708869.49
707,Ransomware,Education,2023-03-20,Critical,FL,2496966.94
708,Ransomware,Healthcare,2024-02-02,Medium,CA,1708529.45
709,Phishing,Healthcare,2024-04-02,High,NY,691789.42
710,Ransomware,Government,2023-12-14,Low,NC,3254226.86
711,Malware,Government,2024-11-18,Medium,TX,1044862
712,Ransomware,Retail,2023-09-27,Low,NY,1441690.5
713,Malware,Government,2023-03-02,Medium,NY,2316462.36
714,Malware,Healthcare,2024-04-05,Medium,FL,2456140.79
715,Ransomware,Education,2023-01-08,Medium,CA,1564538.3
716,Ransomware,Education,2023-09-05,Critical,CA,3963203.31
717,Phishing,Retail,2023-01-15,Low,NY,1304080.73
718,Phishing,Healthcare,2023-11-07,Medium,NY,901855.07
719,SQL Injection,Education,2024-12-25,High,CA,452265.66
720,Phishing,Healthcare,2023-01-25,Medium,IL,1447614.17
721,Ransomware,Education,2023-07-05,High,IL,1092231.83
722,Malware,Government,2024-12-15,High,FL,3513601.46
723,Malware,Retail,2023-01-01,High,CA,2616305.72
724,DDoS,Banking,2023-02-23,Critical,FL,3305977.76
725,Malware,Retail,2023-07-24,Medium,IL,815569.1
726,Malware,Retail,2024-07-05,High,NY,3950651.97
727,DDoS,Government,2023-11-24,Medium,TX,1000964.68
728,Malware,Education,2024-02-27,Low,CA,4474267.14
729,Malware,Government,2024-12-28,Medium,TX,454075.98
730,Phishing,Banking,2024-11-15,Low,CA,3896553.96
731,Ransomware,Retail,2023-12-01,Medium,IL,453569.28
732,DDoS,Government,2023-03-31,Low,TX,703080.32
733,Malware,Government,2024-08-14,High,OH,1002854.32
734,SQL Injection,Retail,2024-06-19,Low,IL,2805588.58
735,Phishing,Government,2024-09-15,Low,TX,3288645.16
736,Phishing,Education,2023-06-21,Critical,IL,1724637.47
737,DDoS,Healthcare,2023-12-02,Critical,NY,2634601.1
738,SQL Injection,Government,2024-11-13,Low,NY,2488366.28
739,Phishing,Banking,2023-07-16,Medium,FL,1581111.26
740,Phishing,Retail,2023-05-12,Medium,TX,4102635.95
741,SQL Injection,Education,2024-10-27,Medium,IL,4436587.21
742,Phishing,Retail,2024-11-27,High,TX,3043967.44
743,Phishing,Retail,2024-08-12,High,FL,1421999.86
744,Ransomware,Government,2024-04-14,Low,TX,2808361.75
745,Phishing,Education,2024-10-31,Low,OH,3298929.24
746,Ransomware,Education,2023-02-25,Medium,OH,2261035.4
747,Malware,Banking,2024-08-29,Medium,MI,3150890.26
748,Phishing,Government,2023-06-29,Medium,NY,3271650
749,Malware,Retail,2023-03-24,High,TX,4340115.53
750,SQL Injection,Banking,2023-04-06,Medium,TX,596456.69
751,Phishing,Banking,2023-05-13,Medium,CA,4277408.24
752,Phishing,Education,2024-10-02,Low,TX,1683453.68
753,Phishing,Education,2023-03-17,Medium,OH,4126850.35
754,Phishing,Retail,2024-10-19,High,CA,4735080.72
755,Ransomware,Healthcare,2024-10-07,Low,FL,1065946.3
756,Ransomware,Retail,2024-12-19,High,CA,3655493.26
757,Ransomware,Banking,2024-11-20,High,NY,2772900.15
758,DDoS,Education,2024-11-12,Low,FL,840465.89
759,Phishing,Education,2024-01-13,Low,CA,1353759.39
760,Phishing,Government,2023-12-16,Low,FL,548184.23
761,Ransomware,Retail,2024-06-24,Medium,FL,356389.58
762,Phishing,Healthcare,2024-06-01,High,GA,843564.13
763,Ransomware,Retail,2023-08-20,Medium,CA,3123406.01
764,Ransomware,Banking,2024-02-09,Critical,NY,3595505.99
765,Ransomware,Banking,2023-10-08,Low,TX,3189999.32
766,Phishing,Healthcare,2023-04-15,Critical,OH,3337785.05
767,Phishing,Retail,2024-04-24,Medium,CA,461817.47
768,Ransomware,Retail,2024-01-05,High,CA,1424170.61
769,Malware,Education,2023-09-28,Medium,IL,4753193.51
770,Malware,Retail,2023-03-13,Low,CA,1780971.94
771,SQL Injection,Education,2024-12-26,Medium,NC,786376.46
772,DDoS,Healthcare,2023-02-19,Low,CA,4180112.56
773,Malware,Government,2024-06-03,Low,TX,4225156.46
774,DDoS,Banking,2024-01-07,Low,GA,1897030.4
775,Phishing,Government,2024-04-12,Low,NY,3409037.5
776,Phishing,Government,2023-02-05,Low,FL,2383608.9
777,Phishing,Retail,2023-06-18,Low,FL,756334.82
778,Ransomware,Healthcare,2023-03-16,High,TX,3188941.19
779,Malware,Government,2023-11-08,Medium,OH,4124413.59
780,DDoS,Banking,2024-11-01,Medium,NY,2138371.28
781,Phishing,Government,2023-03-21,Low,NY,2228019.11
782,DDoS,Government,2023-08-16,Low,OH,1155885.43
783,Phishing,Education,2024-11-03,Low,CA,390565.72
784,Malware,Education,2023-05-19,Low,GA,1699190.12
785,DDoS,Healthcare,2023-04-28,Critical,NY,1125489.8
786,Ransomware,Banking,2023-02-11,Medium,CA,699328.3
787,Phishing,Banking,2024-09-30,High,CA,2842884.54
788,Phishing,Government,2024-04-23,Medium,CA,3402916.45
789,Phishing,Banking,2023-06-29,Low,NY,1637234.43
790,SQL Injection,Education,2024-10-01,Low,GA,4542891.63
791,SQL Injection,Government,2024-12-25,Medium,TX,1221853.65
792,Ransomware,Education,2024-03-10,Low,IL,2982471.78
793,Phishing,Healthcare,2023-09-17,High,OH,3343463.71
794,Ransomware,Government,2023-06-22,Medium,NY,3959087.52
795,DDoS,Government,2023-09-08,Medium,IL,2210186.44
796,Ransomware,Retail,2023-06-27,Critical,FL,1287472.58
797,Phishing,Healthcare,2024-06-27,Low,NY,2807043.27
798,Phishing,Education,2024-12-22,Low,CA,2221095.64
799,Ransomware,Banking,2024-05-06,Medium,NY,2819263.78
800,Phishing,Banking,2023-01-17,Low,NY,2229386.93
801,Ransomware,Government,2023-07-21,Low,TX,4726239.3
802,Ransomware,Government,2024-05-21,Low,FL,381425.47
803,Phishing,Banking,2024-08-18,Low,NY,1637405.6
804,Phishing,Retail,2023-10-14,Medium,TX,2677128.97
805,Phishing,Retail,2024-09-03,Low,NY,3371091.31
806,SQL Injection,Healthcare,2024-09-13,Medium,CA,3420606.98
807,Ransomware,Healthcare,2023-03-11,High,CA,27104.82
808,Ransomware,Retail,2023-02-03,Low,PA,3764149.63
809,Malware,Education,2023-12-06,High,TX,1332498.69
810,Malware,Healthcare,2024-05-26,Low,GA,4529283.95
811,Phishing,Education,2024-10-23,Medium,PA,2413861.52
812,Malware,Education,2024-01-30,Low,CA,352206.92
813,Ransomware,Education,2024-01-21,Low,IL,1768474.04
814,DDoS,Government,2023-12-23,Low,TX,3658014.07
815,Malware,Healthcare,2024-02-17,Medium,FL,2441329.15
816,Phishing,Retail,2024-10-04,Medium,IL,3816702.7
817,Phishing,Education,2023-05-01,Medium,OH,1357728.45
818,Phishing,Retail,2024-01-23,Critical,PA,2084177.15
819,Ransomware,Government,2023-03-03,Medium,OH,3689523.55
820,Ransomware,Healthcare,2024-01-14,Low,NY,3632856.29
821,Malware,Retail,2023-04-21,High,CA,1047011.62
822,Phishing,Government,2023-11-21,Medium,CA,393106.2
823,Malware,Healthcare,2023-01-18,Low,IL,2628547.4
824,SQL Injection,Government,2023-05-22,Low,FL,2924443.29
825,Malware,Healthcare,2024-11-26,Low,TX,426028.5
826,Phishing,Healthcare,2024-04-23,Low,CA,4483.67
827,Ransomware,Government,2023-07-08,Medium,CA,860439.57
828,Phishing,Education,2023-06-12,High,CA,3112547.19
829,Phishing,Healthcare,2023-06-20,Medium,NC,3596117.53
830,Malware,Banking,2024-09-17,Low,IL,4726875.03
831,Phishing,Retail,2024-09-29,High,TX,2383961.65
832,Malware,Healthcare,2024-07-03,Critical,CA,4692314.31
833,Ransomware,Government,2023-07-12,Low,NY,1969709.72
834,Malware,Banking,2023-01-26,Medium,CA,19653.98
835,Malware,Banking,2023-09-09,High,IL,95052.31
836,Ransomware,Banking,2023-12-04,Medium,TX,3518451.39
837,Malware,Education,2023-06-20,Low,GA,4799970.2
838,Malware,Banking,2023-04-17,Medium,NY,1816433.92
839,Phishing,Retail,2024-04-14,Low,TX,1895520.29
840,Phishing,Healthcare,2023-10-29,Critical,CA,2450172.32
841,SQL Injection,Healthcare,2024-02-18,Medium,TX,4642306.04
842,Malware,Banking,2024-08-04,High,FL,66804.6
843,Malware,Education,2023-01-12,Low,PA,545770.12
844,Phishing,Government,2024-01-03,Medium,CA,3249516.49
845,Ransomware,Banking,2023-06-30,Medium,FL,1131475.12
846,Phishing,Government,2023-01-29,Low,TX,1496038.98
847,DDoS,Government,2023-09-02,Low,IL,4307033.54
848,Phishing,Healthcare,2024-07-07,Low,TX,3228819.1
849,Phishing,Education,2024-04-02,Medium,TX,1747676.69
850,Phishing,Education,2024-07-17,Low,IL,2120944.19
851,Phishing,Government,2023-11-23,Medium,NY,2436770.69
852,Malware,Banking,2024-09-06,High,TX,762976.68
853,SQL Injection,Banking,2024-12-27,Medium,NY,2717298.48
854,Malware,Healthcare,2024-09-15,Medium,TX,3152571.75
855,Ransomware,Banking,2024-02-29,Low,OH,2077297.53
856,Ransomware,Healthcare,2024-10-03,Low,MI,3620534.31
857,SQL Injection,Education,2024-09-26,Low,FL,4628221.01
858,Phishing,Banking,2024-03-04,High,FL,2608345.89
859,Phishing,Education,2023-08-30,Critical,OH,2180885
860,DDoS,Healthcare,2023-10-13,Critical,IL,3573415.64
861,Ransomware,Healthcare,2024-09-30,Low,MI,1332981.03
862,Phishing,Healthcare,2023-09-12,Low,FL,1606668.22
863,Malware,Retail,2023-09-14,Low,NY,638861.96
864,Ransomware,Healthcare,2024-06-03,Low,IL,4502855.2
865,Malware,Healthcare,2024-07-27,Medium,TX,4834602.53
866,Phishing,Government,2023-06-22,Medium,OH,1800974.13
867,Phishing,Education,2024-05-20,Low,OH,2589161.56
868,Phishing,Banking,2024-09-08,Medium,TX,1405445.38
869,Ransomware,Banking,2024-09-04,Low,TX,818379.32
870,Ransomware,Government,2023-08-15,Medium,FL,4256013.6
871,Phishing,Healthcare,2024-05-03,Critical,IL,2113895.95
872,Phishing,Healthcare,2023-04-26,Critical,NC,4337760.94
873,Malware,Government,2023-03-06,Critical,TX,3107421.69
874,Ransomware,Healthcare,2023-05-17,Medium,NY,3759801.29
875,DDoS,Healthcare,2023-01-31,Low,PA,137607.08
876,Malware,Retail,2023-01-06,Low,OH,2936349.81
877,Phishing,Healthcare,2023-12-28,Critical,FL,223855.52
878,Malware,Banking,2024-08-04,Medium,NY,4723161.2
879,DDoS,Education,2023-07-06,Medium,TX,2246313.7
880,Malware,Retail,2024-04-03,Medium,MI,780555.23
881,Phishing,Education,2024-04-24,High,TX,2827661.92
882,SQL Injection,Healthcare,2023-09-11,High,NY,4361971.45
883,Malware,Banking,2024-06-06,Medium,TX,315481.13
884,Phishing,Retail,2024-01-31,Medium,NY,4783863.26
885,Malware,Education,2023-03-30,Medium,TX,4306981.34
886,SQL Injection,Healthcare,2024-08-25,Medium,PA,2608924.02
887,Ransomware,Banking,2024-02-04,Medium,CA,4188816.1
888,Phishing,Banking,2023-09-08,Low,PA,3604872.04
889,Phishing,Government,2023-05-26,Medium,NY,4988690.62
890,Phishing,Government,2024-02-22,Medium,IL,3644879.37
891,Ransomware,Education,2024-10-19,Low,FL,2502266.28
892,Malware,Government,2024-10-30,Low,FL,4418407.84
893,Malware,Education,2023-10-20,Low,FL,955882.36
894,Ransomware,Government,2023-06-18,Low,FL,976193.27
895,DDoS,Retail,2024-09-02,High,FL,322358.43
896,Malware,Banking,2024-05-08,Low,NC,4073994.27
897,Phishing,Retail,2024-09-04,Low,PA,3503339.15
898,Ransomware,Retail,2024-06-29,Medium,CA,218747.5
899,Phishing,Retail,2024-12-03,High,TX,4597637.9
900,Malware,Education,2024-05-03,Medium,CA,4905475.73
901,SQL Injection,Education,2023-09-17,Medium,TX,4080003.67
902,Ransomware,Government,2023-12-16,High,CA,1419494.98
903,DDoS,Education,2024-01-08,High,CA,2254625.89
904,Ransomware,Retail,2024-12-16,High,PA,1879706.35
905,Malware,Healthcare,2023-09-14,Medium,MI,302167.21
906,Ransomware,Education,2023-08-06,High,TX,3010730.19
907,Malware,Healthcare,2024-11-02,Low,NY,1638930.73
908,SQL Injection,Healthcare,2024-10-13,Low,TX,528053.38
909,DDoS,Healthcare,2024-04-21,Medium,TX,4414.86
910,Phishing,Government,2024-12-30,Low,MI,1981639.45
911,Phishing,Education,2024-10-01,Low,IL,1653351.9
912,Phishing,Government,2024-06-06,Low,NY,2622620.02
913,DDoS,Banking,2023-09-12,Low,TX,1916370.66
914,Ransomware,Banking,2024-06-10,High,NC,1834765.86
915,Phishing,Government,2023-09-07,Medium,FL,92807.4
916,SQL Injection,Banking,2024-02-16,Medium,CA,4893165.49
917,Ransomware,Banking,2023-11-14,Medium,CA,2747749.41
918,Ransomware,Education,2024-11-29,Low,OH,185036.77
919,Ransomware,Banking,2024-02-11,High,PA,2569966.1
920,Phishing,Government,2024-03-28,Medium,FL,2290223.2
921,DDoS,Education,2024-03-14,Low,NY,2551022.33
